Ticker,X,X,X,X,X
Price,Open,High,Low,Close,Volume
Date,,,,,
1991-04-12,11.362699571546617,13.351171996567276,11.362699571546617,12.925070762634277,482100
1991-04-15,13.13811944081233,14.842524125025822,13.13811944081233,14.771507263183594,392800
1991-04-16,14.771510261801344,14.984560890577326,14.203375251732062,14.274392127990723,384300
1991-04-17,14.487445627601403,14.913546969589678,14.487445627601403,14.62947940826416,205400
1991-04-18,14.629475490587978,15.552694817663918,14.629475490587978,15.126593589782715,214000
1991-04-19,15.126593193917904,15.268626932827932,14.84252571609785,15.05557632446289,138300
1991-04-22,15.055576250748933,15.055576250748933,14.7004919052124,14.700491905212402,55100
1991-04-23,14.70049629859554,14.8425300792583,14.345411846938644,14.62947940826416,123500
1991-04-24,14.629479408264162,14.771513188926921,14.203378066275885,14.62947940826416,65000
1991-04-25,14.558460995702461,14.558460995702461,14.345410346984863,14.345410346984863,99700
1991-04-26,14.345410732307817,14.487444501934629,13.919309423427388,14.0613431930542,88600
1991-04-29,14.06134939975426,14.06134939975426,12.996095657348633,12.996095657348633,78100
1991-04-30,12.99608936517135,13.138123128725136,12.854055601617565,13.067106246948242,106200
1991-05-01,13.067106454679282,14.345410346984863,13.067106454679282,14.345410346984863,89300
1991-05-02,14.345409333705902,14.416426211595535,13.63524055480957,13.63524055480957,57500
1991-05-03,13.635251703950548,13.777285575866701,13.209150088202094,13.7772855758667,77200
1991-05-06,13.706256866455078,13.706256866455078,13.422189366632177,13.706256866455078,35800
1991-05-07,13.351177769666277,13.635245381786836,12.71202564239502,12.71202564239502,466500
1991-05-08,12.712016310367284,13.564218521118164,12.569982608575472,13.564218521118164,315900
1991-05-09,13.706254513419452,14.274389415530104,13.706254513419452,14.132355690002441,324500
1991-05-10,14.132359698267267,14.700494761514193,14.132359698267267,14.345410346984863,536400
1991-05-13,14.345411846938644,14.629479408264162,14.274394956607264,14.62947940826416,172600
1991-05-14,14.629479055404662,14.629479055404662,14.203377723693848,14.203377723693848,337400
1991-05-15,14.203377723693848,14.274394612312316,14.203377723693848,14.203377723693848,545900
1991-05-16,14.274394612312316,14.345411500930785,14.203377723693848,14.203377723693848,128100
1991-05-17,14.203377723693848,14.274394612312316,14.203377723693848,14.203377723693848,232600
1991-05-20,14.203377723693848,14.274394612312316,14.203377723693848,14.203377723693848,208600
1991-05-21,14.203377723693848,14.274394612312316,14.203377723693848,14.203377723693848,297700
1991-05-22,14.132362210020727,14.274396001076212,13.9193115234375,13.9193115234375,380800
1991-05-23,13.777269073805885,13.848285924701791,13.493201670222257,13.564218521118164,466800
1991-05-24,13.493206799030304,13.706257432699203,13.493206799030304,13.63524055480957,654600
1991-05-28,13.63524055480957,13.706257432699203,13.564223676919937,13.63524055480957,372800
1991-05-29,13.63524055480957,13.706257432699203,13.493206799030304,13.63524055480957,360100
1991-05-30,13.706268639908625,13.848302511824777,13.564234767992472,13.7772855758667,4872600
1991-05-31,13.848292166643805,14.345410346984863,13.848292166643805,14.345410346984863,722000
1991-06-03,14.345409004249381,14.487442756766702,14.203375251732062,14.274392127990723,329400
1991-06-04,13.990324974060059,14.061341852100972,13.919308096019144,13.990324974060059,227200
1991-06-05,13.99032462295608,14.345409004249381,13.7772739941801,14.274392127990723,910800
1991-06-06,14.061343193054197,14.274393847494412,13.990326308240792,14.0613431930542,319200
1991-06-07,13.990326308240792,14.203376962681007,13.848292538613983,14.0613431930542,249800
1991-06-10,13.990326308240792,14.132360077867602,13.919309423427388,14.0613431930542,152400
1991-06-11,14.203372552766272,14.345406278293934,14.13235569000244,14.132355690002441,1548100
1991-06-12,14.13237025565708,14.203387191615155,13.777285575866701,13.7772855758667,200900
1991-06-13,13.706257432699203,13.777274310588837,13.493206799030304,13.63524055480957,326200
1991-06-14,13.635251703950548,13.777285575866701,13.564234767992472,13.7772855758667,281800
1991-06-17,13.706257432699203,13.919308066368103,13.63524055480957,13.63524055480957,305500
1991-06-18,13.493201670222257,13.63523537201407,13.493201670222257,13.564218521118164,336900
1991-06-19,13.56422128985005,13.56422128985005,13.138120097498739,13.209136962890625,401000
1991-06-20,13.1381311416626,13.280164991842735,12.996097291482462,13.138131141662598,241500
1991-06-21,13.209136962890625,13.209136962890625,13.067103232106854,13.209136962890625,324300
